MSE,CumulativeMSE,TotalImpressions,Method,RecommendationSizePercent,RecommendationSize,Timestamp,Alpha
0.3341271050174825,0.3341271050174825,458775.0,Random,0.02,58336,1529485200.0,0.02
0.005545437817443482,0.3331733140727696,907502.0,Random,0.02,58336,1529488800.0,0.02
0.0024686744103015385,0.3334887745010854,1454051.0,Random,0.02,58336,1529492400.0,0.02
0.005954196131628995,0.3334716818841678,1867223.0,Random,0.02,58336,1529496000.0,0.02
0.004861303771140698,0.3336614229559679,2225254.0,Random,0.02,58336,1529499600.0,0.02
0.004585944259531674,0.3336382217553415,2574843.0,Random,0.02,58336,1529503200.0,0.02
0.007037264906904217,0.3334557275440623,2947868.0,Random,0.02,58336,1529506800.0,0.02
0.010457465992057944,0.3335340721240074,3259547.0,Random,0.02,58336,1529510400.0,0.02
0.007686846710781734,0.33364250188522837,3567316.0,Random,0.02,58336,1529514000.0,0.02
0.0015012050155783628,0.3335526563890394,3891463.0,Random,0.02,58336,1529517600.0,0.02
0.003987092336640921,0.3334885771547687,4284670.0,Random,0.02,58336,1529521200.0,0.02
0.0016052100694241766,0.33348110171282197,4762296.0,Random,0.02,58336,1529524800.0,0.02
0.0003012064562856329,0.3335157427596312,5190412.0,Random,0.02,58336,1529528400.0,0.02
0.006280367669007401,0.33348388822542074,5465266.0,Random,0.02,58336,1529532000.0,0.02
0.023076946014835138,0.3334603679012456,5599226.0,Random,0.02,58336,1529535600.0,0.02
0.01598816483054296,0.3334369733824769,5663035.0,Random,0.02,58336,1529539200.0,0.02
0.015389756547646044,0.333377286702008,5712347.0,Random,0.02,58336,1529543467.0,0.02
0.05399274943612027,0.33335017886968593,5769201.0,Random,0.02,58336,1529547970.0,0.02
0.018987456028078952,0.33339536425977795,5886674.0,Random,0.02,58336,1529551570.0,0.02
0.0008076590544333551,0.3333382902880251,6180667.0,Random,0.02,58336,1529555170.0,0.02
0.004618041766490791,0.3334451380835806,6646368.0,Random,0.02,58336,1529558770.0,0.02
0.001116090181626531,0.33357222788169566,7141638.0,Random,0.02,58336,1529562370.0,0.02
0.003649432692221002,0.3335511101072301,7685944.0,Random,0.02,58336,1529565970.0,0.02
0.006149650410513673,0.3335230612231893,7955017.0,Random,0.02,58336,1529569570.0,0.02
0.039702468141952454,0.3335040092856371,8005963.0,Random,0.02,58336,1529573692.0,0.02
0.020389770856822143,0.33353639222965026,8063551.0,Random,0.02,58336,1529577292.0,0.02
0.018161862545370333,0.33353293159914676,8123355.0,Random,0.02,58336,1529580892.0,0.02
0.048125950180132104,0.3335335790887518,8177711.0,Random,0.02,58336,1529584492.0,0.02
0.048923369613268514,0.33353877315498015,8238702.0,Random,0.02,58336,1529588092.0,0.02
0.008240133637068216,0.3335551967260831,8311829.0,Random,0.02,58336,1529591692.0,0.02
0.040697716291608566,0.3335540881636485,8378381.0,Random,0.02,58336,1529595292.0,0.02
0.02455422382910445,0.3335256409802002,8455698.0,Random,0.02,58336,1529598892.0,0.02
0.04429525656906201,0.3334893666758007,8529572.0,Random,0.02,58336,1529602492.0,0.02
0.051022905253310984,0.3334591584054777,8589127.0,Random,0.02,58336,1529606092.0,0.02
0.04212285276531088,0.3334450530724736,8659279.0,Random,0.02,58336,1529609692.0,0.02
0.007706188677416124,0.3334104539021599,8741818.0,Random,0.02,58336,1529613292.0,0.02
0.06385010520191914,0.3334071621886071,8788830.0,Random,0.02,58336,1529616892.0,0.02
0.04730600536637853,0.33337754105965023,8837315.0,Random,0.02,58336,1529636190.0,0.02
0.04677773668628728,0.3333672241132327,8887235.0,Random,0.02,58336,1529643846.0,0.02
0.062108491923741675,0.33335320801345764,8939735.0,Random,0.02,58336,1529647990.0,0.02
0.013702849466450789,0.33337579229282094,8991966.0,Random,0.02,58336,1529651647.0,0.02
0.016289490684795658,0.33336522071530844,9095092.0,Random,0.02,58336,1529741647.0,0.02
0.004280375341882134,0.333361751035588,9343331.0,Random,0.02,58336,1529745247.0,0.02
0.010318062095301426,0.33332415262486886,9639414.0,Random,0.02,58336,1529748847.0,0.02
0.005604445800715868,0.3333066612183358,9945019.0,Random,0.02,58336,1529752447.0,0.02
0.0014735878638891798,0.3333017092862714,10251381.0,Random,0.02,58336,1529756047.0,0.02
0.006522082630196794,0.333336787195681,10535502.0,Random,0.02,58336,1529759647.0,0.02
0.008869142785812467,0.3333520523744726,10807348.0,Random,0.02,58336,1529763247.0,0.02
0.0012439989008828454,0.3333437395295372,11080989.0,Random,0.02,58336,1529766847.0,0.02
0.008275313305392851,0.3333641800155644,11387755.0,Random,0.02,58336,1529770447.0,0.02
0.000189850241683789,0.33341222942625776,11690137.0,Random,0.02,58336,1529774047.0,0.02
0.011202243636970954,0.3334389453787821,11938242.0,Random,0.02,58336,1529777647.0,0.02
0.003991433756936575,0.3334623359758686,12203157.0,Random,0.02,58336,1529781247.0,0.02
0.013397964789416432,0.3335044265291002,12418645.0,Random,0.02,58336,1529784847.0,0.02
0.002610109894088466,0.33345267622638103,12752563.0,Random,0.02,58336,1529788447.0,0.02
0.005231810089741972,0.3334239470855118,12983606.0,Random,0.02,58336,1529792047.0,0.02
0.021468209420148727,0.33338462459576274,13108052.0,Random,0.02,58336,1529795647.0,0.02
0.02484082169518892,0.3333640066131847,13175058.0,Random,0.02,58336,1529799247.0,0.02
0.054846520310743205,0.3333717681622411,13228647.0,Random,0.02,58336,1529804323.0,0.02
0.0520544464920089,0.3333557935238454,13277812.0,Random,0.02,58336,1529809695.0,0.02
0.02071459588770206,0.33335478586021994,13333454.0,Random,0.02,58336,1529813331.0,0.02
0.011678762020448962,0.33336260411142243,13454168.0,Random,0.02,58336,1529816931.0,0.02
0.008274184221701003,0.33337699874080884,13695921.0,Random,0.02,58336,1529820531.0,0.02
0.004388915573201317,0.3333757021130493,14054685.0,Random,0.02,58336,1529824131.0,0.02
0.001985661982604443,0.3333295201184888,14392069.0,Random,0.02,58336,1529828038.0,0.02
