0,100,0.00,SEGreedy
1,200,0.00,SEGreedy
1,300,0.00,SEGreedy
1,400,0.00,SEGreedy
3,500,0.00,SEGreedy
3,600,0.00,SEGreedy
5,700,0.00,SEGreedy
38,800,0.00,SEGreedy
40,900,0.00,SEGreedy
78,1000,0.00,SEGreedy
130,1100,0.00,SEGreedy
159,1200,0.00,SEGreedy
198,1300,0.00,SEGreedy
276,1400,0.00,SEGreedy
331,1500,0.00,SEGreedy
404,1600,0.00,SEGreedy
460,1700,0.00,SEGreedy
541,1800,0.00,SEGreedy
600,1900,0.00,SEGreedy
685,2000,0.00,SEGreedy
760,2100,0.00,SEGreedy
855,2200,0.00,SEGreedy
947,2300,0.00,SEGreedy
1025,2400,0.00,SEGreedy
1099,2500,0.00,SEGreedy
1173,2600,0.00,SEGreedy
1260,2700,0.00,SEGreedy
